"År-måned","Arbeidssted fylkesnummer","Arbeidssted kommunenummer","Stilling Yrkesbetegnelse kode (6-siffer)","Tilgang stillinger i perioden"
"201601","12","1201","1321.02","2"
"201601","11","1102","2611.03","1"
"201601","18","1804","7115.04","3"
"201601","05","0501","4110.02","1"
"201601","15","1515","1221.09","1"
"201601","19","1931","3412.11","1"
"201601","18","1824","5321.02","5"
"201601","10","1001","5311.06","2"
"201601","06","0627","1342.01","2"
"201601","06","0616","2621.01","1"
"201601","12","1201","2265.04","2"
"201601","04","0426","5321.02","1"
"201601","11","1103","5153.04","2"
"201601","16","1601","2266.02","1"
"201601","12","1219","2330.03","1"
"201601","14","1439","3323.01","1"
"201601","14","1432","5243.01","1"
"201601","11","1102","5223.25","5"
"201601","11","1103","3412.03","3"
"201601","05","0501","5120.05","2"
"201601","01","0105","5245.01","1"
"201601","09","0935","2224.02","2"
"201601","09","0904","2342.07","3"
"201601","UT","Norg","5142.14","1"
"201601","15","1505","2642.02","1"
"201601","17","1740","1311.31","1"
"201601","03","0301","7115.04","4"
"201601","10","1014","5311.04","2"
"201601","15","1505","3212.01","2"
"201601","08","0805","3113.03","1"
"201601","11","1102","2223.02","18"
"201601","19","1902","2634.01","3"
"201601","17","1702","8212.01","1"
"201601","03","0301","1221.12","5"
"201601","07","0706","7411.12","1"
"201601","08","0821","2635.10","1"
"201601","07","0706","9412.02","2"
"201601","16","1638","4110.02","2"
"201601","12","1201","3333.04","1"
"201601","10","1001","5311.02","32"
"201601","07","0704","2341.10","2"
"201601","04","0403","3434.02","1"
"201601","12","1201","3322.19","5"
"201601","06","0602","7411.01","3"
"201601","02","0237","2267.01","1"
"201601","02","0231","5132.01","1"
"201601","12","1201","3251.01","1"
"201601","06","0616","7122.01","1"
"201601","03","0301","4224.01","2"
"201601","16","1624","2636.25","1"
"201601","19","1928","6221.01","4"
"201601","19","1928","2223.02","2"
"201601","11","1106","2212.02","1"
"201601","18","1824","3313.01","1"
"201601","19","1902","5321.02","14"
"201601","02","0235","8341.04","1"
"201601","07","0701","8212.02","1"
"201601","16","1638","4226.10","1"
"201601","07","0723","3412.03","1"
"201601","06","0605","7222.04","1"
"201601","12","1228","3116.04","2"
"201601","10","1037","2422.05","1"
"201601","15","1504","3132.01","1"
"201601","06","0628","2223.02","4"
"201601","07","0706","4110.02","1"
"201601","10","1002","3256.02","1"
"201601","02","0216","2635.04","1"
"201601","12","1201","5312.01","23"
"201601","07","0704","1420.06","3"
"201601","14","1421","5113.09","3"
"201601","08","0807","1420.02","2"
"201601","02","0230","2422.05","3"
"201601","18","1804","3322.15","1"
"201601","15","1532","5223.02","1"
"201601","09","0928","2341.05","3"
"201601","02","0233","7115.08","2"
"201601","20","2003","1219.33","1"
"201601","02","0233","3511.05","2"
"201601","02","0229","7214.05","2"
"201601","19","1924","2635.01","5"
"201601","05","0528","2432.03","1"
"201601","07","0709","5131.09","1"
"201601","14","1401","3115.33","1"
"201601","02","0238","1323.01","1"
"201601","11","1122","8342.05","9"
"201601","12","1244","2635.10","2"
"201601","09","0904","7114.03","1"
"201601","06","0602","2212.01","7"
"201601","14","1432","4321.01","2"
"201601","12","1201","1330.14","1"
"201601","12","1243","3412.06","1"
"201601","07","0716","7421.05","1"
"201601","12","1246","2635.01","4"
"201601","02","0214","4415.01","1"
"201601","17","1702","2221.01","2"
"201601","07","0723","2341.01","2"
"201601","17","1736","3412.03","1"
"201601","19","1902","7411.01","2"
"201601","01","0106","2221.07","1"
"201601","07","0722","4224.02","1"
"201601","02","0230","2221.02","2"
"201601","07","0704","5246.05","6"
"201601","20","2004","5312.01","1"
"201601","14","1438","3313.02","2"
"201601","99","2100","1349.04","1"
"201601","16","1638","7212.06","1"
"201601","06","0604","2223.02","21"
"201601","12","1228","7411.01","1"
"201601","01","0138","9412.02","2"
"201601","08","0815","7212.02","1"
"201601","01","0105","2422.05","7"
"201601","UT","Norg","2223.02","4"
"201601","11","1130","3134.02","3"
"201601","16","1612","3412.03","1"
"201601","05","0517","8332.03","3"
"201601","04","0412","1219.13","1"
"201601","03","0301","1412.02","1"
"201601","05","0517","2341.01","2"
"201601","20","2019","5311.02","1"
"201601","10","1001","2266.02","2"
"201601","02","0214","5311.08","1"
"201601","16","1624","2611.03","1"
"201601","05","0513","2211.01","1"
"201601","09","0926","5311.04","5"
"201601","11","1160","2341.01","2"
"201601","03","0301","5413.02","77"
"201601","16","1601","2221.03","4"
"201601","02","0236","8160.29","1"
"201601","12","1201","5153.09","1"
"201601","11","1124","2642.01","1"
"201601","04","0426","8171.01","2"
"201601","11","1102","7115.07","2"
"201601","06","0625","3112.13","1"
"201601","08","0806","1211.02","1"
"201601","14","1422","1342.36","1"
"201601","05","0528","4321.01","2"
"201601","19","1925","9112.02","1"
"201601","11","1106","3355.04","1"
"201601","19","1924","1212.01","1"
"201601","16","1630","2261.02","1"
"201601","11","1149","5321.02","1"
"201601","10","1001","8322.03","9"
"201601","09","0904","5329.04","1"
"201601","18","1805","8332.03","2"
"201601","09","0926","5321.01","1"
"201601","02","0237","7115.07","1"
"201601","05","0534","2224.02","2"
"201601","11","1101","5329.02","2"
"201601","20","2012","5221.02","1"
"201601","11","1122","2224.10","4"
"201601","11","1146","4323.45","1"
"201601","09","0901","4311.02","1"
"201601","19","1903","8322.04","1"
"201601","05","0520","3132.03","2"
"201601","04","0420","5223.04","1"
"201601","06","0604","2221.11","2"
"201601","03","0301","1323.20","1"
"201601","12","1263","9611.02","1"
"201601","15","1514","3322.19","1"
"201601","18","1805","2529.03","1"
"201601","15","1502","2212.01","1"
"201601","11","1101","3359.02","1"
"201601","06","0602","7126.01","12"
"201601","18","1870","1412.02","1"
"201601","04","0423","5223.02","1"
"201601","02","0231","1321.02","1"
"201601","14","1422","5321.03","2"
"201601","17","1711","1349.05","1"
"201601","08","0807","5311.02","2"
"201601","04","0428","3322.01","1"
"201601","18","1811","2359.03","1"
"201601","06","0605","2413.10","1"
"201601","01","0138","5311.08","2"
"201601","18","1836","9112.02","1"
"201601","19","1933","5311.04","2"
"201601","11","1149","4110.05","1"
"201601","09","0906","3212.01","2"
"201601","03","0301","3359.04","1"
"201601","01","0137","3313.10","1"
"201601","02","0237","2223.02","7"
"201601","10","1017","5311.02","1"
"201601","16","1601","3323.01","2"
"201601","11","1101","2223.12","2"
"201601","02","0220","2223.02","10"
"201602","04","0427","2423.02","1"
"201602","UT","EU u","7411.01","30"
"201602","01","0125","5223.04","1"
"201602","05","0534","6210.01","1"
"201602","03","0301","0000.01","8"
"201602","10","1001","8331.01","10"
"201602","06","0619","5131.01","1"
"201602","11","1102","5223.02","8"
"201602","07","0704","7231.01","1"
"201602","12","1201","3212.01","5"
"201602","12","1201","5153.03","24"
"201602","12","1201","3359.04","1"
"201602","12","1201","7126.01","2"
"201602","07","0706","8332.03","1"
"201602","03","0301","9333.01","1"
"201602","02","0219","5223.04","3"
"201602","02","0220","4110.02","1"
"201602","03","0301","2330.03","22"
"201602","19","1903","3412.03","1"
"201602","19","1903","5120.03","3"
"201602","10","1001","4110.02","1"
"201602","12","1201","7126.03","4"
"201602","11","1106","7214.02","2"
"201602","15","1547","5321.02","2"
"201602","01","0106","8322.03","1"
"201602","01","0106","5223.02","13"
"201602","02","0215","5131.02","5"
"201602","02","0237","5141.01","5"
"201602","08","0834","9112.02","5"
"201602","01","0106","5142.02","2"
"201602","04","0438","5311.02","2"
"201602","02","0238","5131.02","1"
"201602","16","1601","7212.02","2"
"201602","16","1601","7422.02","4"
"201602","18","1824","5141.01","1"
"201602","16","1601","3256.02","6"
"201602","16","1601","3313.01","2"
"201602","UT","Norg","8342.01","1"
"201602","15","1504","5131.02","9"
"201602","06","0602","5223.04","7"
"201602","01","0105","9611.01","2"
"201602","07","0706","5132.01","1"
"201602","16","1601","3423.01","2"
"201602","11","1103","9312.02","1"
"201602","11","1124","4224.02","1"
"201602","14","1424","9112.02","1"
"201602","02","0220","2320.02","1"
"201602","19","1902","3341.01","1"
"201602","18","1824","7411.01","3"
"201602","12","1224","3412.12","1"
"201602","16","1644","3412.06","1"
"201602","04","0419","8322.04","3"
"201602","12","1201","5321.15","1"
"201602","19","1903","4321.01","2"
"201602","18","1804","7411.01","4"
"201602","19","1902","5152.02","1"
"201602","10","1029","2341.01","4"
"201602","12","1263","5414.02","5"
"201602","10","1001","2224.10","1"
"201602","12","1228","7412.12","2"
"201602","02","0213","3118.04","2"
"201602","01","0128","5223.02","1"
"201602","20","2030","1342.12","2"
"201602","18","1804","2142.19","3"
"201602","07","0702","5329.04","1"
"201602","06","0604","2359.02","2"
"201602","15","1504","3334.02","1"
"201602","12","1219","5321.04","2"
"201602","12","1244","2342.04","1"
"201602","17","1751","5329.02","4"
"201602","14","1438","7233.03","2"
"201602","UT","EU u","2422.05","2"
"201602","03","0301","4321.27","3"
"201602","05","0534","1323.01","1"
"201602","02","0219","3343.01","1"
"201602","04","0426","3412.03","2"
"201602","19","1902","3114.02","1"
"201602","12","1265","2223.02","5"
"201602","15","1535","8157.03","2"
"201602","05","0502","9611.06","1"
"201602","02","0233","2341.01","15"
"201602","19","1941","2224.02","3"
"201602","19","1911","2223.02","1"
"201602","15","1504","2166.01","2"
"201602","04","0438","5311.09","2"
"201602","06","0623","9112.02","3"
"201602","11","1130","4110.06","2"
"201602","11","1149","4110.06","1"
"201602","08","0805","5411.02","2"
"201602","12","1201","2351.03","2"
"201602","19","1902","6113.01","2"
"201602","12","1201","4321.26","1"
"201602","08","0806","2359.09","1"
"201602","11","1102","5151.01","1"
"201602","20","2012","3113.11","1"
"201602","07","0722","9112.02","1"
"201602","16","1648","2223.02","4"
"201602","15","1539","1323.19","1"
"201602","17","1714","7114.02","5"
"201602","05","0540","5311.03","1"
"201602","08","0807","5414.01","1"
"201602","16","1657","2224.10","1"
"201602","06","0605","3511.03","1"
"201602","06","0602","4313.01","1"
"201602","14","1432","5321.05","2"
"201602","17","1717","2221.01","1"
"201602","15","1576","1321.02","1"
"201602","04","0423","2211.01","1"
"201602","02","0235","5311.02","1"
"201602","15","1534","6113.02","1"
"201602","05","0501","2211.03","1"
"201602","15","1505","3256.02","1"
"201602","05","0543","5120.03","2"
"201602","02","0235","4222.02","5"
"201602","03","0301","3257.08","1"
"201602","15","1504","2342.04","2"
"201602","19","1903","5153.03","2"
"201602","03","0301","2636.09","2"
"201602","07","0709","3323.01","1"
"201602","08","0828","2114.11","1"
"201602","19","1903","5311.04","3"
"201602","15","1519","3511.05","1"
"201602","16","1638","5321.03","4"
"201602","20","2002","2634.01","1"
"201602","11","1111","7411.03","2"
"201602","10","1001","2432.01","1"
"201602","07","0704","3114.03","1"
"201602","12","1216","5142.05","1"
"201602","12","1201","6222.02","2"
"201602","17","1714","5311.09","2"
"201602","18","1857","5120.03","2"
"201602","18","1870","3258.01","2"
"201602","17","1703","2223.02","14"
"201602","03","0301","1324.61","1"
"201602","18","1865","2622.01","1"
"201602","02","0211","1349.04","1"
"201602","18","1804","2342.07","1"
"201602","02","0220","2634.01","2"
"201602","02","0214","7114.01","3"
"201602","12","1243","5329.02","2"
"201602","16","1612","7233.03","1"
"201602","15","1515","1342.01","1"
"201602","02","0237","2224.07","1"
"201602","12","1243","2223.02","2"
"201602","04","0428","2423.02","1"
"201602","05","0536","4321.01","11"
"201602","15","1502","5329.05","2"
"201602","08","0807","2224.02","3"
"201602","01","0104","2642.01","2"
"201602","12","1231","2422.05","3"
"201602","18","1828","2422.05","1"
"201602","19","1902","2142.19","1"
"201602","11","1103","3321.01","8"
"201602","02","0231","5329.02","10"
"201602","12","1247","2142.19","1"
"201602","01","0101","3322.19","3"
"201602","15","1529","5312.01","3"
"201602","20","2011","2211.01","1"
"201602","07","0701","1349.04","1"
"201602","03","0301","2412.04","3"
"201602","10","1003","5120.03","3"
"201602","11","1127","2221.08","1"
"201602","12","1231","2611.01","1"
"201602","04","0403","3511.05","1"
"201602","18","1812","5329.02","2"
"201602","04","0417","2635.10","1"
"201602","08","0822","3112.03","1"
"201602","14","1426","5329.02","2"
"201602","11","1141","2352.02","2"
"201602","14","1416","3412.04","1"
"201602","17","1714","5223.04","2"
"201602","08","0815","3112.04","1"
"201602","03","0301","2142.03","2"
"201602","19","1902","5321.02","24"
"201602","04","0412","7412.12","2"
"201602","15","1504","5322.05","2"
"201602","14","1401","8160.01","2"
"201602","15","1520","2352.02","1"
"201602","19","1925","0000.01","2"
"201602","UT","Verd","1114.02","1"
"201602","19","1942","2432.06","1"
"201602","11","1146","1342.28","1"
"201602","03","0301","1346.01","2"
"201602","15","1532","5329.05","2"
"201602","20","2012","3112.15","1"
"201602","04","0402","2411.11","2"
"201602","14","1420","5322.01","2"
"201602","04","0427","3256.02","1"
"201602","12","1233","9112.02","4"
"201602","17","1744","5322.01","2"
"201602","16","1620","1420.02","1"
"201602","12","1228","2223.02","6"
"201602","20","2019","4323.32","1"
"201602","03","0301","2212.10","4"
"201602","20","2012","2211.01","2"
"201602","17","1717","3412.06","1"
"201602","17","1714","7131.02","1"
"201602","16","1621","2224.02","1"
"201602","18","1845","8121.18","25"
"201602","20","2004","2212.02","2"
"201602","02","0235","4221.03","5"
"201602","14","1431","1341.09","1"
"201602","10","1029","3118.01","1"
"201602","06","0615","5169.02","4"
"201602","12","1235","7114.09","2"
"201602","12","1201","2131.13","2"
"201602","14","1422","5311.08","1"
"201602","15","1511","9112.02","2"
"201602","14","1432","7212.06","2"
"201602","02","0231","4321.19","1"
"201602","11","1102","2221.01","1"
"201602","19","1902","1120.34","1"
"201602","11","1111","2411.10","1"
"201602","04","0430","2320.02","1"
"201602","03","0301","5413.05","1"
"201602","15","1524","5419.06","1"
"201602","20","2030","2342.07","1"
"201602","10","1032","4311.02","1"
"201602","19","1923","2224.02","3"
"201602","08","0806","1221.08","1"
"201602","15","1531","5321.04","2"
"201602","19","1931","3321.04","4"
"201602","15","1502","1349.04","1"
"201602","12","1227","5329.02","2"
"201602","09","0941","5414.12","9"
"201602","09","0904","2224.10","1"
"201602","17","1725","5322.01","2"
"201602","18","1860","2422.05","1"
"201602","10","1004","8322.02","2"
"201602","20","2030","3355.04","1"
"201602","20","2030","3152.05","2"
"201602","07","0714","9412.02","1"
"201602","16","1601","2521.01","1"
"201602","02","0220","5329.04","1"
"201602","08","0806","1221.02","1"
"201602","16","1620","6221.04","2"
"201602","17","1703","2262.12","2"
"201602","20","2012","5411.02","8"
"201602","14","1411","5321.02","4"
"201602","18","1871","2341.01","1"
"201602","15","1502","5223.13","1"
"201602","14","1401","5153.02","2"
"201602","09","0941","2342.04","1"
"201602","10","1037","2342.01","2"
"201602","14","1419","2422.15","1"
"201602","11","1149","8341.02","2"
"201602","18","1824","8344.01","1"
"201602","14","1445","2224.02","2"
"201602","09","0926","3412.14","1"
"201602","06","0627","5321.02","8"
"201602","06","0602","8152.01","1"
"201602","02","0219","5153.03","1"
"201602","19","1902","2112.01","1"
"201602","19","1903","8322.04","1"
"201602","12","1201","8141.09","2"
"201602","04","0428","2359.03","1"
"201602","07","0701","5311.03","1"
"201602","18","1851","3359.04","1"
"201602","07","0704","2221.02","2"
"201602","18","1820","3256.02","1"
"201602","UT","Norg","5131.09","6"
"201602","18","1860","2142.19","1"
"201602","14","1416","2635.01","2"
"201602","18","1870","7114.02","2"
"201602","06","0617","5321.12","2"
"201602","02","0227","8342.11","2"
"201602","17","1711","3412.02","1"
"201602","01","0106","5223.23","2"
"201602","09","0926","8131.04","2"
"201602","06","0605","3323.01","1"
"201602","10","1004","2224.04","1"
"201602","03","0301","5243.01","1"
"201603","03","0301","7231.01","8"
"201603","03","0301","2433.03","8"
"201603","01","0101","5223.02","3"
"201603","04","0403","5223.02","3"
"201603","05","0541","2223.02","6"
"201603","03","0301","1342.28","2"
"201603","03","0301","2423.02","12"
"201603","03","0301","8322.04","4"
"201603","02","0219","5311.08","2"
"201603","02","0219","1345.01","2"
"201603","08","0807","7411.01","1"
"201603","12","1201","2113.01","2"
"201603","16","1601","1349.05","4"
"201603","12","1201","2411.11","1"
"201603","03","0301","3323.01","1"
"201603","12","1201","1221.08","1"
"201603","03","0301","7231.03","7"
"201603","03","0301","1221.01","1"
"201603","18","1813","5223.02","1"
"201603","09","0914","7214.01","1"
"201603","19","1903","2223.02","4"
"201603","19","1903","2422.05","5"
"201603","06","0618","2341.01","2"
"201603","16","1601","5242.01","1"
"201603","18","1867","5153.03","1"
"201603","12","1247","9611.01","1"
"201603","06","0633","2224.10","6"
"201603","07","0709","5131.02","4"
"201603","12","1243","7233.03","2"
"201603","12","1246","3511.05","2"
"201603","09","0906","3114.46","1"
"201603","12","1245","2224.10","1"
"201603","14","1426","4224.07","1"
"201603","02","0214","2330.03","12"
"201603","19","1902","8342.14","2"
"201603","01","0105","7231.01","3"
"201603","03","0301","2631.02","7"
"201603","02","0231","5321.02","4"
"201603","18","1805","2634.01","1"
"201603","06","0602","2342.04","18"
"201603","04","0403","5223.04","10"
"201603","16","1601","1349.04","6"
"201603","18","1805","3331.03","1"
"201603","16","1601","1120.41","1"
"201603","02","0235","2422.05","1"
"201603","07","0706","4110.02","2"
"201603","12","1263","5142.01","2"
"201603","07","0701","2221.01","2"
"201603","05","0542","9112.02","4"
"201603","20","2018","5246.02","1"
"201603","12","1201","3413.03","2"
"201603","15","1523","1431.12","1"
"201603","18","1860","7511.06","10"
"201603","12","1238","5321.05","2"
"201603","11","1127","1345.20","1"
"201603","01","0135","3321.02","2"
"201603","16","1638","3256.02","1"
"201603","07","0709","2634.11","2"
"201603","02","0226","2223.02","1"
"201603","16","1601","5321.04","5"
"201603","03","0301","2341.08","1"
"201603","02","0226","5321.02","1"
"201603","09","0919","1349.05","1"
"201603","12","1243","2351.03","1"
"201603","01","0137","2634.01","1"
"201603","14","1429","2422.05","1"
"201603","03","0301","2310.10","1"
"201603","08","0806","3212.01","1"
"201603","07","0720","2166.01","1"
"201603","12","1235","5321.03","6"
"201603","14","1430","7535.05","2"
"201603","05","0517","5223.02","2"
"201603","14","1420","1420.06","1"
"201603","20","2017","5311.04","2"
"201603","02","0213","2352.02","1"
"201603","15","1504","9329.02","2"
"201603","08","0817","5321.04","1"
"201603","15","1548","4321.01","1"
"201603","17","1702","2211.01","1"
"201603","01","0106","9313.01","1"
"201603","02","0231","2149.04","4"
"201603","10","1001","2320.04","1"
"201603","20","2027","2422.05","1"
"201603","20","2004","5223.03","1"
"201603","02","0227","5321.02","1"
"201603","12","1246","2223.02","2"
"201603","09","0906","2250.01","1"
"201603","20","2004","5113.01","3"
"201603","20","2030","5311.02","4"
"201603","16","1617","2341.01","5"
"201603","10","1004","3212.01","1"
"201603","12","1247","7122.01","2"
"201603","05","0536","3142.04","1"
"201603","04","0427","3212.01","1"
"201603","12","1219","2211.01","4"
"201603","18","1840","5223.02","2"
"201603","08","0819","4110.02","1"
"201603","09","0906","2212.02","2"
"201603","19","1931","9412.02","2"
"201603","12","1201","2352.02","2"
"201603","11","1102","5246.02","2"
"201603","20","2012","5329.02","2"
"201603","18","1838","2342.04","2"
"201603","08","0815","6113.01","2"
"201603","14","1445","1349.05","1"
"201603","08","0807","5246.02","4"
"201603","02","0211","3434.02","1"
"201603","16","1601","4221.03","2"
"201603","03","0301","1222.07","1"
"201603","07","0709","4226.10","1"
"201603","14","1443","5120.02","1"
"201603","15","1524","7411.03","2"
"201603","16","1601","3322.19","19"
"201603","05","0521","5223.02","3"
"201603","09","0914","5120.03","3"
"201603","11","1103","8332.03","4"
"201603","12","1247","2433.03","2"
"201603","07","0706","2166.03","1"
"201603","11","1103","1420.06","3"
"201603","01","0104","5329.02","2"
"201603","17","1719","3211.01","5"
"201603","19","1931","3313.01","1"
"201603","15","1529","2631.02","1"
"201603","08","0806","3112.17","1"
"201603","02","0220","3117.02","1"
"201603","09","0912","7411.11","1"
"201603","06","0626","3256.02","1"
"201603","03","0301","4229.01","3"
"201603","11","1149","5142.12","1"
"201603","11","1106","2611.04","1"
"201603","08","0815","4110.12","1"
"201603","15","1505","5153.03","1"
"201603","16","1601","2145.01","1"
"201603","09","0906","8322.03","1"
"201603","01","0106","1120.55","1"
"201603","10","1017","3412.06","1"
"201603","18","1813","1349.05","1"
"201603","06","0602","4313.02","3"
"201603","02","0227","2223.02","1"
"201603","18","1834","5120.03","1"
"201603","11","1146","2411.11","1"
"201603","18","1804","1219.46","1"
"201603","04","0403","7233.08","1"
"201603","14","1432","2642.01","1"
"201603","19","1920","2211.01","1"
"201603","05","0533","5329.02","2"
"201603","17","1742","5311.04","3"
"201603","14","1443","7522.01","1"
"201603","17","1719","9611.01","1"
"201603","02","0217","6113.01","1"
"201603","12","1259","9112.02","3"
"201603","16","1601","2310.12","2"
"201603","01","0138","5329.02","1"
"201603","16","1663","9112.02","2"
"201603","12","1235","5311.09","1"
"201603","12","1263","3114.03","1"
"201603","04","0402","3322.05","2"
"201603","05","0502","5249.07","1"
"201603","02","0228","2341.01","3"
"201603","08","0834","9412.02","2"
"201603","06","0624","5311.04","5"
"201603","16","1621","2642.01","3"
"201603","01","0136","2422.05","1"
"201603","05","0521","7115.04","4"
"201603","16","1601","3257.06","1"
"201603","10","1002","2422.05","2"
"201603","12","1201","1342.25","1"
"201603","14","1421","4110.02","1"
"201603","18","1805","2224.10","2"
"201603","12","1266","9112.02","1"
"201603","20","2012","8322.04","1"
"201603","11","1106","2633.07","1"
"201603","04","0419","5321.04","2"
"201603","08","0815","5131.02","1"
"201603","05","0533","2634.11","1"
"201603","19","1902","2642.01","1"
"201603","15","1535","1345.01","1"
"201603","01","0105","2224.04","1"
"201603","09","0906","8212.01","1"
"201603","02","0216","5120.03","1"
"201603","20","2002","9412.02","1"
"201603","08","0834","3321.01","2"
"201603","12","1246","3112.04","1"
"201603","08","0828","3256.02","2"
"201603","18","1804","5329.02","4"
"201603","02","0230","2341.01","1"
"201603","08","0827","5223.02","1"
"201603","02","0237","2224.02","2"
"201603","04","0403","7115.07","5"
"201603","15","1525","4224.02","1"
"201603","19","1902","2431.01","1"
"201603","05","0501","3112.03","1"
"201603","03","0301","7114.04","5"
"201603","16","1601","3119.08","1"
"201603","20","2017","1345.20","1"
"201603","01","0127","5321.04","2"
"201603","UT","Norg","7127.02","1"
"201603","16","1640","2142.17","1"
"201604","03","0301","5223.04","56"
"201604","12","1201","7112.01","10"
"201604","08","0811","2223.02","1"
"201604","17","1703","5141.01","1"
"201604","12","1201","5132.01","1"
"201604","01","0104","3313.01","1"
"201604","03","0301","3333.02","2"
"201604","10","1001","3152.03","1"
"201604","05","0502","5223.02","10"
"201604","03","0301","4223.01","1"
"201604","02","0219","2431.01","1"
"201604","12","1221","7212.02","8"
"201604","UT","Norg","8342.01","2"
"201604","16","1663","2341.01","3"
"201604","07","0704","5153.03","1"
"201604","01","0104","5223.02","8"
"201604","03","0301","5120.17","1"
"201604","12","1201","9313.01","1"
"201604","12","1201","8322.02","1"
"201604","12","1201","5120.02","2"
"201604","03","0301","2330.04","2"
"201604","03","0301","9214.01","1"
"201604","03","0301","5132.02","10"
"201604","03","0301","1412.01","4"
"201604","03","0301","3341.02","2"
"201604","03","0301","4110.19","6"
"201604","05","0502","9312.06","3"
"201604","06","0624","9112.02","2"
"201604","07","0709","2223.02","19"
"201604","10","1001","5131.02","15"
"201604","07","0706","3322.05","1"
"201604","10","1001","2352.02","3"
"201604","11","1103","3413.02","2"
"201604","06","0619","5131.01","1"
"201604","17","1703","2221.03","2"
"201604","12","1201","4313.01","1"
"201604","03","0301","1219.33","3"
"201604","12","1201","7114.03","11"
"201604","06","0602","5223.02","9"
"201604","08","0806","8342.01","4"
"201604","10","1004","8331.01","2"
"201604","02","0236","7233.01","1"
"201604","02","0231","7115.07","8"
"201604","12","1238","5321.02","1"
"201604","04","0403","7119.02","7"
"201604","15","1524","2354.01","1"
"201604","11","1103","5321.03","2"
"201604","20","2011","1349.04","1"
"201604","07","0713","1342.01","1"
"201604","18","1837","0000.02","2"
"201604","12","1246","5321.02","1"
"201604","03","0301","3312.03","3"
"201604","14","1443","2341.10","1"
"201604","11","1106","7127.07","2"
"201604","01","0106","2221.01","1"
"201604","01","0136","2342.07","1"
"201604","06","0627","1345.20","2"
"201604","11","1106","5131.09","3"
"201604","16","1601","5329.02","6"
"201604","12","1246","5329.02","4"
"201604","04","0403","5321.03","2"
"201604","03","0301","7114.04","5"
"201604","09","0919","5311.04","1"
"201604","03","0301","3114.34","1"
"201604","15","1505","2221.02","2"
"201604","19","1931","5223.03","2"
"201604","02","0231","5329.04","1"
"201604","12","1201","3212.03","4"
"201604","07","0701","2341.01","2"
"201604","08","0814","2223.02","23"
"201604","11","1103","7411.11","3"
"201604","06","0626","8332.03","5"
"201604","16","1601","3112.04","1"
"201604","12","1231","2411.10","1"
"201604","18","1860","2222.01","1"
"201604","01","0104","3333.03","2"
"201604","11","1134","1120.62","1"
"201604","15","1528","4321.18","1"
"201604","11","1106","7542.02","1"
"201604","19","1902","5321.12","1"
"201604","09","0926","8342.01","2"
"201604","10","1027","5246.01","2"
"201604","17","1751","5321.03","1"
"201604","09","0904","3114.04","1"
"201604","12","1201","2634.01","15"
"201604","01","0135","2341.08","1"
"201604","10","1004","5113.04","1"
"201604","18","1848","1342.01","2"
"201604","16","1638","3322.05","2"
"201604","05","0517","8322.04","1"
"201604","16","1601","3412.03","3"
"201604","10","1001","4321.01","2"
"201604","10","1001","1345.01","1"
"201604","12","1252","1431.01","1"
"201604","03","0301","2221.03","2"
"201604","01","0128","7213.07","6"
"201604","09","0914","2330.03","9"
"201604","08","0822","5321.02","1"
"201604","19","1903","7422.02","2"
"201604","03","0301","5419.07","20"
"201604","17","1714","2341.01","2"
"201604","14","1449","2330.03","16"
"201604","16","1601","3321.16","5"
"201604","18","1853","2341.01","6"
"201604","18","1804","5132.01","3"
"201604","12","1201","9312.04","1"
"201604","05","0538","4311.01","1"
"201604","12","1201","9122.04","2"
"201604","09","0906","3511.03","2"
"201604","12","1223","5321.12","2"
"201604","03","0301","2310.12","1"
"201604","01","0101","3113.37","1"
"201604","20","2004","5222.02","1"
"201604","01","0106","5329.02","8"
"201604","16","1635","5321.05","3"
"201604","17","1721","5244.02","1"
"201604","19","1902","5311.02","22"
"201604","99","2211","3114.03","2"
"201604","01","0106","5142.02","1"
"201604","18","1865","5223.20","1"
"201604","14","1401","2342.07","2"
"201604","03","0301","7119.01","2"
"201604","18","1835","5329.02","2"
"201604","05","0519","3143.01","1"
"201604","12","1253","6113.02","1"
"201604","12","1231","1212.02","1"
"201604","11","1124","8322.02","1"
"201604","16","1621","7114.03","5"
"201604","05","0501","1342.28","1"
"201604","18","1841","2330.03","3"
"201604","15","1505","9112.02","3"
"201604","16","1601","7213.03","2"
"201604","19","1925","5223.02","1"
"201604","08","0834","4110.02","1"
"201604","18","1833","9312.01","2"
"201604","04","0403","2611.01","1"
"201604","14","1401","2142.01","1"
"201604","06","0605","2342.07","5"
"201604","12","1201","2224.07","1"
"201604","18","1805","2223.02","10"
"201604","11","1160","2330.03","2"
"201604","18","1812","2261.02","1"
"201604","16","1601","1342.36","3"
"201604","18","1824","2519.01","1"
"201604","02","0216","3112.13","2"
"201604","02","0226","2342.07","1"
"201604","06","0617","4224.07","2"
"201604","18","1867","1345.11","1"
"201604","11","1142","1342.12","1"
"201604","16","1601","2631.02","1"
"201604","18","1820","4323.32","1"
"201604","19","1927","2341.01","5"
"201604","18","1820","4226.10","1"
"201604","15","1563","5321.02","1"
"201604","04","0403","5312.01","2"
"201604","15","1554","5120.03","1"
"201604","04","0426","8172.12","1"
"201604","06","0626","2262.02","2"
"201604","02","0230","3132.01","1"
"201604","12","1263","8343.09","2"
"201604","18","1833","2262.01","1"
"201604","01","0122","2221.01","1"
"201604","15","1535","8172.16","1"
"201604","03","0301","3240.01","1"
