"År-måned","Arbeidssted fylkesnummer","Arbeidssted kommunenummer","Stilling Yrkesbetegnelse kode (6-siffer)","Tilgang stillinger i perioden"
"201512","03","0301","2310.01","1"
"201512","11","1102","5141.02","2"
"201512","05","0520","5223.02","1"
"201512","01","0104","5329.02","2"
"201512","10","1001","8322.03","2"
"201512","10","1018","4321.01","1"
"201512","01","0128","7115.07","2"
"201512","01","0125","2422.05","1"
"201512","12","1201","3256.01","1"
"201512","02","0219","3511.03","1"
"201512","02","0219","2433.03","1"
"201512","02","0219","5141.02","2"
"201512","05","0512","5223.02","3"
"201512","12","1201","5321.02","30"
"201512","01","0125","0000.02","1"
"201512","02","0219","7125.02","1"
"201512","02","0236","9111.01","1"
"201512","03","0301","3321.01","2"
"201512","05","0502","2342.07","2"
"201512","01","0101","2643.03","1"
"201512","08","0817","3112.13","1"
"201512","03","0301","1323.05","1"
"201512","10","1037","0000.02","1"
"201512","05","0517","5311.08","1"
"201512","17","1702","3119.05","1"
"201512","12","1227","2264.01","1"
"201512","15","1563","2221.01","1"
"201512","14","1419","2120.10","1"
"201512","14","1432","3114.02","1"
"201512","06","0605","2164.01","2"
"201512","17","1744","2211.01","1"
"201512","03","0301","7412.07","2"
"201512","02","0236","2261.02","1"
"201512","01","0124","2341.01","1"
"201512","11","1102","8342.01","2"
"201512","02","0214","4321.01","2"
"201512","10","1004","9112.02","3"
"201512","06","0602","2221.10","1"
"201512","05","0540","9412.02","1"
"201512","15","1573","5321.02","2"
"201512","16","1653","2223.02","4"
"201512","09","0929","2342.04","1"
"201512","05","0514","7513.02","1"
"201512","18","1805","5223.02","3"
"201512","03","0301","5222.02","1"
"201512","03","0301","1111.01","1"
"201512","18","1860","2320.02","2"
"201512","15","1502","3257.04","1"
"201512","11","1102","2432.05","1"
"201512","07","0706","4110.19","1"
"201512","11","1124","7233.03","1"
"201512","01","0106","1420.05","1"
"201512","12","1247","2142.19","3"
"201512","05","0542","4110.17","1"
"201512","19","1903","2621.01","1"
"201512","20","2004","4321.27","1"
"201512","11","1103","2634.13","2"
"201512","15","1573","1349.04","1"
"201512","04","0437","2221.15","2"
"201512","11","1103","4322.01","2"
"201512","19","1902","7231.07","1"
"201512","02","0235","2223.02","3"
"201512","12","1253","7114.02","1"
"201512","02","0213","2224.10","1"
"201512","11","1142","5419.06","2"
"201512","01","0106","5151.01","1"
"201512","14","1432","2250.01","1"
"201512","02","0231","2421.05","1"
"201512","15","1547","2342.07","1"
"201512","02","0220","3412.03","7"
"201512","12","1201","8343.02","1"
"201512","12","1201","2653.01","1"
"201512","06","0602","3322.05","41"
"201512","11","1103","1349.04","2"
"201512","12","1201","2422.43","1"
"201512","08","0826","2320.05","1"
"201512","01","0136","3112.01","1"
"201512","11","1102","3322.34","2"
"201512","12","1259","2634.01","1"
"201512","15","1504","3322.19","2"
"201512","11","1103","2211.01","16"
"201512","09","0906","2635.04","3"
"201512","05","0502","7411.11","2"
"201512","18","1824","4110.02","1"
"201512","03","0301","2164.02","2"
"201512","11","1130","0000.02","1"
"201512","17","1711","1342.01","1"
"201512","03","0301","2320.03","2"
"201512","10","1037","3355.04","1"
"201512","15","1505","3211.01","1"
"201512","14","1432","3313.20","1"
"201512","11","1120","2330.03","1"
"201512","05","0501","8322.04","1"
"201512","01","0124","2642.02","1"
"201512","07","0716","4321.01","2"
"201512","18","1868","1349.04","1"
"201512","08","0806","5322.02","1"
"201512","12","1219","7126.02","1"
"201512","07","0714","4110.02","1"
"201512","12","1221","2261.02","2"
"201512","04","0417","2223.02","6"
"201512","03","0301","8322.06","1"
"201512","16","1601","1349.04","3"
"201512","11","1146","7231.03","1"
"201512","01","0136","4311.01","1"
"201512","06","0605","5246.07","1"
"201512","18","1870","1420.06","1"
"201512","15","1571","5321.04","1"
"201512","05","0501","5169.10","4"
"201512","19","1931","1342.01","2"
"201512","02","0229","5311.04","2"
"201512","11","1112","3113.11","1"
"201512","15","1539","2352.02","1"
"201512","01","0137","2223.02","1"
"201512","15","1502","1342.36","1"
"201512","02","0220","2511.03","1"
"201512","20","2019","5151.09","1"
"201512","02","0220","2221.02","2"
"201512","05","0542","4224.02","3"
"201512","07","0706","2422.05","1"
"201512","10","1002","2635.05","1"
"201512","04","0427","7231.03","1"
"201512","01","0105","2634.01","2"
"201512","20","2021","2221.05","1"
"201512","02","0231","1321.25","1"
"201512","15","1504","5329.04","1"
"201512","03","0301","8160.30","1"
"201512","03","0301","2513.03","1"
"201512","20","2025","8332.03","2"
"201512","17","1714","3322.05","1"
"201512","04","0402","3322.02","2"
"201512","11","1146","2223.02","2"
"201512","17","1751","1112.05","1"
"201512","19","1902","3322.34","1"
"201512","05","0522","2211.01","1"
"201512","07","0706","1349.03","2"
"201512","02","0228","4311.01","1"
"201512","10","1032","4110.23","1"
"201512","04","0403","2359.12","10"
"201512","09","0928","8322.03","1"
"201512","16","1640","4110.12","1"
"201512","06","0626","2211.05","2"
"201512","02","0221","2221.10","1"
"201512","05","0529","7222.05","1"
"201512","07","0714","2223.02","2"
"201512","02","0213","3112.13","1"
"201512","14","1432","5223.04","1"
"201512","02","0237","2352.02","2"
"201512","14","1413","3412.02","2"
"201512","16","1601","4224.02","2"
"201512","09","0901","2224.10","2"
"201512","01","0104","1420.02","1"
"201512","06","0605","7231.03","1"
"201512","17","1703","2635.02","1"
"201512","14","1449","1321.02","1"
"201512","07","0702","2342.07","1"
"201512","18","1833","3313.01","1"
"201512","15","1535","5329.04","1"
"201512","12","1264","3322.26","2"
"201512","04","0427","2221.01","1"
"201512","19","1902","5311.06","2"
"201512","14","1428","5311.02","1"
"201512","01","0105","3355.02","8"
"201512","11","1103","2310.10","1"
"201512","03","0301","2529.02","1"
"201512","18","1834","2341.01","1"
"201512","16","1601","5411.04","1"
"201512","10","1037","2224.10","1"
"201512","03","0301","1219.02","1"
"201512","11","1120","5329.02","6"
"201512","18","1871","3123.08","1"
"201512","11","1142","2211.01","1"
"201512","14","1401","4110.12","1"
"201512","17","1744","6130.03","1"
"201601","12","1201","9313.01","2"
"201601","12","1221","5329.02","2"
"201601","14","1422","5141.01","1"
"201601","03","0301","2411.12","1"
"201601","10","1001","0000.01","2"
"201601","UT","Norg","4110.02","2"
"201601","03","0301","8322.03","6"
"201601","03","0301","4311.02","5"
"201601","12","1201","5223.03","6"
"201601","09","0904","5329.02","16"
"201601","09","0906","8332.03","1"
"201601","09","0919","5223.02","1"
"201601","03","0301","4311.01","10"
"201601","12","1246","5311.04","1"
"201601","16","1601","2352.02","1"
"201601","08","0806","5120.03","1"
"201601","07","0716","5312.01","1"
"201601","12","1201","5113.01","26"
"201601","18","1833","4322.08","1"
"201601","07","0706","3119.02","1"
"201601","05","0501","1219.46","1"
"201601","06","0604","2224.02","1"
"201601","14","1401","4322.01","2"
"201601","15","1504","2267.01","1"
"201601","03","0301","2267.07","3"
"201601","05","0544","5321.07","2"
"201601","12","1246","5329.02","1"
"201601","16","1657","2221.01","1"
"201601","14","1432","5321.04","2"
"201601","12","1232","5153.03","2"
"201601","19","1902","2211.01","4"
"201601","08","0822","8212.09","2"
"201601","16","1640","4323.49","1"
"201601","02","0237","1420.02","1"
"201601","15","1525","8342.01","1"
"201601","01","0124","5223.04","1"
"201601","01","0106","2330.03","4"
"201601","02","0237","7231.01","1"
"201601","17","1756","5311.02","1"
"201601","04","0432","5321.02","3"
"201601","01","0106","7411.01","1"
"201601","18","1815","2351.01","1"
"201601","05","0516","5312.01","1"
"201601","14","1401","4313.01","1"
"201601","07","0709","8322.02","1"
"201601","14","1443","2422.05","1"
"201601","15","1547","5311.03","2"
"201601","06","0604","4110.01","1"
"201601","19","1902","1349.04","5"
"201601","05","0502","2422.05","2"
"201601","15","1576","2341.05","1"
"201601","07","0704","2432.01","1"
"201601","02","0236","2342.07","1"
"201601","03","0301","2221.07","8"
"201601","05","0501","3256.03","2"
"201601","18","1804","5243.01","2"
"201601","03","0301","1324.61","1"
"201601","04","0432","2341.01","3"
"201601","12","1228","2422.48","1"
"201601","03","0301","3413.17","1"
"201601","11","1102","4321.03","1"
"201601","03","0301","2422.15","1"
"201601","07","0709","4321.01","20"
"201601","17","1703","3212.01","1"
"201601","14","1443","3212.01","1"
"201601","03","0301","1324.68","3"
"201601","01","0106","3412.01","2"
"201601","01","0106","8142.01","1"
"201601","16","1601","3131.02","1"
"201601","15","1573","1349.78","1"
"201601","16","1624","5311.04","3"
"201601","05","0501","1223.08","1"
"201601","15","1529","3341.02","1"
"201601","12","1201","5321.02","35"
"201601","07","0713","9112.02","3"
"201601","04","0402","8121.40","1"
"201601","14","1416","9312.02","2"
"201601","17","1719","5311.04","3"
"201601","05","0502","7126.03","2"
"201601","17","1714","3511.03","1"
"201601","15","1529","5223.02","2"
"201601","06","0602","2431.04","20"
"201601","04","0430","2636.22","2"
"201601","07","0719","1321.27","1"
"201601","03","0301","1349.02","2"
"201601","06","0605","1324.03","1"
"201601","11","1119","2221.01","1"
"201601","14","1432","5223.04","3"
"201601","04","0426","3412.14","1"
"201601","10","1037","2635.12","1"
"201601","16","1621","2422.05","16"
"201601","02","0213","3123.07","1"
"201601","10","1032","2351.03","1"
"201601","10","1026","1345.06","2"
"201601","04","0403","3254.01","1"
"201601","02","0233","2634.01","3"
"201601","14","1449","9112.02","3"
"201601","03","0301","2164.08","1"
"201601","12","1201","4321.01","2"
"201601","12","1201","2212.02","15"
"201601","10","1001","5223.04","22"
"201601","16","1601","2433.03","1"
"201601","17","1703","2352.02","1"
"201601","02","0220","1349.05","2"
"201601","19","1940","2636.25","1"
"201601","11","1106","3512.04","1"
"201601","11","1103","3333.01","1"
"201601","17","1719","3254.01","1"
"201601","02","0220","3114.07","2"
"201601","10","1001","3211.05","2"
"201601","09","0928","4110.02","1"
"201601","19","1902","2511.01","3"
"201601","16","1601","3321.16","8"
"201601","19","1902","1323.11","5"
"201601","04","0427","3323.01","1"
"201601","20","2003","7115.07","1"
"201601","02","0220","2634.11","2"
"201601","14","1439","8152.02","1"
"201601","10","1032","4222.02","1"
"201601","09","0914","2341.01","1"
"201601","11","1106","3355.02","2"
"201601","02","0219","1114.02","1"
"201601","12","1235","2212.02","1"
"201601","06","0622","1349.04","1"
"201601","12","1246","4321.01","2"
"201601","01","0105","2211.01","1"
"201601","18","1841","3511.05","1"
"201601","14","1428","9112.02","2"
"201601","19","1903","2636.15","1"
"201601","11","1134","2264.01","1"
"201601","01","0106","5169.02","2"
"201601","15","1528","3355.02","1"
"201601","18","1826","2224.10","1"
"201601","20","2030","1349.04","2"
"201601","05","0534","2634.01","2"
"201601","06","0628","2634.01","1"
"201601","11","1102","2342.01","1"
"201601","16","1638","3123.05","1"
"201601","02","0217","4227.01","4"
"201601","02","0231","5131.09","1"
"201601","15","1516","1120.62","1"
"201601","15","1516","1344.16","1"
"201601","11","1149","1420.06","1"
"201601","04","0429","2636.22","2"
"201601","04","0427","2212.15","1"
"201601","14","1443","7512.01","1"
"201601","06","0602","8342.01","5"
"201601","20","2030","3257.11","1"
"201601","10","1003","5311.02","2"
"201601","19","1931","3313.10","1"
"201601","16","1601","8343.02","5"
"201601","02","0219","3413.14","1"
"201601","08","0826","8322.03","1"
"201601","10","1018","5321.02","2"
"201601","11","1106","5153.03","2"
"201601","07","0722","3334.01","1"
"201601","09","0904","7318.07","1"
"201601","15","1502","3321.16","2"
"201601","05","0529","1420.02","1"
"201601","05","0529","2221.05","1"
"201601","06","0624","2262.02","1"
"201601","06","0604","2432.01","1"
"201601","12","1219","3412.01","35"
"201601","12","1221","5312.01","1"
"201601","14","1429","2223.02","3"
"201601","19","1903","1219.39","1"
"201601","09","0926","3258.01","2"
"201601","12","1235","2221.01","2"
"201601","20","2011","2223.02","2"
"201601","02","0220","1211.20","2"
"201601","05","0517","2223.02","5"
"201601","08","0819","5245.01","2"
"201601","05","0532","9321.01","1"
"201601","19","1938","7115.02","1"
"201601","09","0929","7115.07","1"
"201601","04","0417","2224.02","10"
"201601","03","0301","3321.03","3"
"201601","01","0105","2222.01","5"
"201601","11","1103","5246.01","1"
"201601","11","1149","1349.05","2"
"201601","06","0604","3119.02","2"
"201601","16","1601","1221.02","1"
"201601","16","1624","7131.02","3"
"201601","05","0502","3112.13","3"
"201601","11","1106","0000.01","1"
"201601","20","2021","2422.05","1"
"201601","19","1903","7119.02","2"
"201601","05","0541","5120.03","1"
"201601","18","1824","4226.10","1"
"201601","01","0104","1219.08","2"
"201601","01","0106","2224.02","7"
"201601","02","0211","1344.16","1"
"201601","05","0517","2142.19","1"
"201601","04","0412","8332.03","2"
"201601","02","0236","5244.02","1"
"201601","01","0106","3359.02","2"
"201601","15","1528","7231.03","2"
"201601","18","1870","5321.02","4"
"201601","14","1421","2223.02","1"
"201601","02","0217","2412.12","1"
"201601","04","0425","3355.02","1"
"201601","02","0217","2422.05","2"
"201601","15","1535","5321.02","2"
"201601","18","1804","3115.06","1"
"201601","14","1420","2423.02","1"
"201601","14","1443","5329.02","2"
"201601","11","1101","2341.10","1"
"201601","19","1902","2635.09","1"
"201601","02","0214","1114.01","1"
"201601","07","0701","3434.02","1"
"201601","12","1241","1345.20","1"
"201601","04","0412","5311.04","1"
"201601","02","0220","3312.03","1"
"201601","12","1238","2223.02","6"
"201601","18","1841","2223.02","4"
"201601","19","1940","5321.02","2"
"201601","03","0301","3359.02","1"
"201601","18","1804","2221.01","1"
"201601","10","1001","8332.03","3"
"201601","11","1106","3112.12","1"
"201601","12","1243","2212.01","1"
"201601","04","0412","4311.01","1"
"201601","19","1902","5312.02","3"
"201601","08","0822","5321.03","3"
"201601","03","0301","5411.01","2"
"201601","19","1903","2165.01","1"
"201601","07","0716","8342.01","1"
"201601","20","2030","2422.11","1"
"201601","11","1120","5321.05","8"
"201601","04","0403","2166.01","1"
"201601","12","1231","2223.02","6"
"201601","07","0709","3322.05","1"
"201601","11","1103","2431.16","1"
"201601","01","0104","2631.02","2"
"201601","15","1557","2223.02","1"
"201601","05","0522","4222.02","6"
"201601","11","1160","5243.01","2"
"201601","03","0301","4221.07","1"
"201601","06","0602","4311.01","1"
"201601","18","1865","7411.01","2"
"201601","08","0806","1342.01","1"
"201601","11","1149","3119.49","1"
"201601","01","0124","5322.05","1"
"201601","12","1201","3322.01","1"
"201601","06","0604","3323.01","1"
"201601","08","0805","3131.02","2"
"201601","09","0906","3132.18","1"
"201601","16","1601","1412.07","1"
"201601","16","1601","2224.04","1"
"201601","18","1805","3313.01","1"
"201601","05","0534","4222.01","1"
"201601","18","1804","7232.04","1"
"201601","11","1160","2262.02","1"
"201601","06","0602","3254.02","1"
"201601","10","1001","2422.49","1"
"201601","07","0728","5311.02","1"
"201602","11","1102","9112.02","1"
"201602","03","0301","5321.03","2"
"201602","03","0301","3511.01","3"
"201602","04","0423","9112.02","2"
"201602","02","0220","5131.01","1"
"201602","12","1201","5131.09","3"
"201602","04","0403","3211.01","1"
"201602","11","1103","5132.02","4"
"201602","12","1201","8332.03","2"
"201602","02","0214","9112.02","3"
"201602","07","0706","8342.01","2"
"201602","09","0938","2223.02","3"
"201602","08","0805","1349.05","1"
"201602","09","0901","4110.02","2"
"201602","09","0912","5322.01","2"
"201602","03","0301","5120.03","58"
"201602","03","0301","5153.03","9"
"201602","UT","Norg","5131.01","2"
"201602","12","1201","3511.01","2"
"201602","19","1903","2342.07","3"
"201602","10","1001","3412.06","2"
"201602","01","0106","7222.05","1"
"201602","01","0106","5141.01","1"
"201602","18","1833","4110.05","1"
"201602","01","0104","5223.02","3"
"201602","UT","Norg","5312.01","1"
"201602","03","0301","3212.01","11"
"201602","05","0514","5120.03","2"
"201602","19","1902","5153.03","1"
"201602","05","0528","8332.03","1"
"201602","01","0105","2511.01","1"
"201602","18","1850","2341.01","2"
"201602","02","0231","5329.04","1"
"201602","02","0231","3412.12","1"
"201602","02","0230","4110.02","3"
"201602","14","1401","5131.01","2"
"201602","18","1851","2223.02","2"
"201602","08","0807","2223.02","6"
"201602","09","0919","2342.01","1"
"201602","06","0604","7231.01","1"
"201602","15","1539","5311.04","1"
"201602","05","0501","0000.02","9"
"201602","16","1620","2422.05","2"
"201602","02","0230","2221.02","1"
"201602","05","0542","2166.01","1"
"201602","08","0826","5321.02","1"
"201602","09","0914","3322.19","5"
"201602","03","0301","2221.10","1"
"201602","02","0235","5249.01","1"
"201602","18","1870","7413.03","2"
"201602","05","0502","5153.03","2"
"201602","03","0301","2631.05","4"
"201602","07","0701","8212.02","1"
"201602","17","1742","5329.02","4"
"201602","15","1504","2359.04","1"
"201602","09","0904","7126.01","2"
"201602","15","1534","5329.02","4"
"201602","19","1911","1420.05","1"
"201602","05","0516","1345.14","1"
"201602","03","0301","7115.16","1"
"201602","15","1534","7412.12","2"
"201602","08","0831","5322.01","1"
"201602","14","1419","1219.12","1"
"201602","15","1563","2223.02","2"
"201602","04","0425","5311.09","1"
"201602","15","1535","2634.11","3"
"201602","04","0412","6121.01","1"
"201602","11","1103","2342.01","1"
"201602","05","0515","2223.02","1"
"201602","03","0301","2341.08","3"
"201602","02","0237","3522.02","1"
"201602","06","0628","4321.01","2"
"201602","11","1120","4110.12","1"
"201602","07","0728","3116.21","1"
"201602","15","1554","1219.13","1"
"201602","06","0633","2341.01","4"
"201602","14","1432","2635.04","1"
"201602","02","0215","5322.05","2"
"201602","11","1119","2221.08","1"
"201602","14","1422","4311.02","1"
"201602","02","0231","2113.03","1"
"201602","16","1620","1312.01","1"
"201602","03","0301","5223.20","2"
"201602","14","1417","2342.04","1"
"201602","16","1664","2223.02","4"
"201602","03","0301","1223.02","2"
"201602","18","1860","3251.01","1"
"201602","02","0237","5153.03","1"
"201602","17","1717","5321.04","2"
"201602","04","0403","2221.02","1"
"201602","06","0605","1311.02","1"
"201602","09","0906","5329.02","1"
"201602","04","0430","2636.22","1"
"201602","10","1002","7121.01","1"
"201602","14","1416","5153.03","1"
"201602","20","2020","2621.01","2"
"201602","02","0219","2342.04","3"
"201602","12","1216","5321.05","2"
"201602","17","1711","5329.02","2"
"201602","18","1860","2634.13","1"
"201602","03","0301","9312.06","15"
"201602","16","1601","3114.07","2"
"201602","01","0135","2353.01","1"
"201602","07","0701","4313.01","1"
"201602","08","0806","2212.01","5"
"201602","07","0722","8322.04","2"
"201602","15","1504","2149.01","2"
"201602","06","0602","1420.02","2"
"201602","19","1902","3151.09","1"
"201602","15","1563","1345.01","1"
"201602","15","1515","1211.02","1"
"201602","05","0517","5311.02","1"
"201602","17","1703","2310.10","1"
"201602","03","0301","3116.28","1"
"201602","02","0213","2341.05","1"
"201602","08","0830","5322.01","2"
"201602","16","1601","3312.01","2"
"201602","05","0528","2223.02","11"
"201602","15","1523","9412.02","1"
"201602","10","1002","3412.10","1"
"201602","12","1223","9112.02","2"
"201602","12","1201","4224.12","1"
"201602","17","1736","8322.02","1"
"201602","19","1903","5311.03","5"
"201602","04","0439","1349.05","1"
"201602","18","1804","1345.20","2"
"201602","20","2012","5414.13","1"
"201602","02","0221","2634.01","1"
"201602","14","1432","2432.01","2"
"201602","17","1721","3119.02","1"
"201602","15","1515","5322.01","1"
"201602","12","1243","6113.03","2"
"201602","06","0625","7212.02","1"
"201602","10","1002","2165.12","1"
"201602","02","0220","2262.02","1"
"201602","14","1401","4224.02","1"
"201602","06","0602","2643.03","1"
"201602","18","1845","8157.03","2"
"201602","02","0220","5223.04","1"
"201602","18","1805","4226.10","1"
"201602","05","0533","3257.05","1"
"201602","02","0230","5329.02","2"
"201602","06","0602","3254.02","1"
"201602","20","2003","1349.04","1"
"201602","06","0605","5311.08","1"
"201602","11","1121","6113.02","1"
"201602","18","1870","4226.10","1"
"201602","10","1001","2342.04","1"
"201602","14","1431","2342.07","1"
"201602","16","1663","2250.01","1"
"201602","06","0602","5329.02","2"
"201602","10","1037","5329.02","2"
"201602","20","2030","5321.03","1"
"201602","04","0437","2512.03","1"
"201602","07","0701","3313.01","1"
"201602","08","0806","2212.02","2"
"201602","04","0428","7231.01","1"
"201602","14","1432","3116.05","2"
"201602","06","0602","2224.02","3"
"201602","UT","Norg","5322.01","1"
"201602","03","0301","3114.42","1"
"201602","14","1441","2223.02","2"
"201602","16","1648","2634.01","2"
"201602","14","1421","5153.14","1"
"201602","15","1529","2223.02","4"
"201602","10","1001","3359.01","1"
"201602","10","1001","3256.01","1"
"201602","18","1826","2622.01","1"
"201602","12","1238","6221.01","1"
"201602","04","0417","8160.67","3"
"201602","15","1573","0000.01","2"
"201602","03","0301","2133.02","2"
"201602","19","1933","5223.02","2"
"201602","15","1563","7411.03","2"
"201602","12","1259","2341.01","2"
"201602","19","1913","2223.02","1"
"201602","17","1743","5322.01","2"
"201602","05","0529","2341.01","2"
"201602","07","0716","7221.02","1"
"201602","11","1106","4321.03","1"
"201602","11","1114","7412.01","1"
"201602","05","0528","7222.04","1"
"201602","18","1833","5153.03","1"
"201602","15","1517","1349.04","1"
"201602","07","0711","5321.04","2"
"201602","15","1535","5321.04","2"
"201602","02","0214","1345.01","1"
"201602","10","1037","3256.01","1"
"201602","04","0417","5329.04","1"
"201602","16","1621","7231.01","1"
"201602","08","0830","3112.22","2"
"201602","05","0520","5321.05","1"
"201602","16","1638","7133.01","1"
"201602","02","0226","2224.02","1"
"201602","02","0211","7131.02","1"
"201602","05","0533","8142.01","1"
"201602","12","1201","2224.09","1"
"201602","15","1563","1312.03","1"
"201602","01","0105","1211.26","1"
"201602","17","1721","2142.19","1"
"201602","18","1837","9112.02","2"
"201602","11","1149","9329.01","1"
"201602","10","1001","1349.04","1"
"201602","19","1902","1219.32","1"
"201602","05","0502","5311.02","2"
"201602","09","0912","3118.01","1"
"201602","02","0233","2635.04","1"
"201602","11","1102","2212.01","4"
"201602","12","1241","8332.03","1"
"201602","12","1251","7411.01","1"
"201602","01","0105","8160.67","1"
"201603","03","0301","6113.01","4"
"201603","02","0235","5223.02","10"
"201603","11","1106","5223.02","2"
"201603","05","0544","5120.03","1"
"201603","05","0502","4321.01","1"
"201603","03","0301","2342.07","56"
"201603","02","0219","5321.03","1"
"201603","02","0219","5329.04","1"
"201603","03","0301","2342.02","1"
"201603","18","1804","5223.02","11"
"201603","06","0602","5223.04","6"
"201603","07","0704","2341.01","2"
"201603","18","1804","2221.01","1"
"201603","03","0301","3413.01","2"
"201603","07","0704","7411.01","3"
"201603","12","1201","2261.02","1"
"201603","12","1201","1420.02","2"
"201603","12","1201","5321.12","3"
"201603","12","1201","1420.06","1"
"201603","19","1902","5223.02","9"
"201603","19","1903","5223.02","2"
"201603","06","0627","2635.01","1"
"201603","02","0237","8331.01","1"
"201603","01","0125","4110.02","2"
"201603","11","1103","3113.02","1"
"201603","19","1902","2422.05","3"
"201603","11","1106","7112.01","1"
"201603","11","1149","4311.01","1"
"201603","02","0233","2330.03","4"
"201603","12","1201","1345.14","2"
"201603","08","0815","4224.01","1"
"201603","10","1014","4321.01","1"
"201603","18","1871","5153.03","1"
"201603","09","0906","2221.01","2"
"201603","03","0301","2611.06","4"
"201603","02","0226","2330.03","1"
"201603","02","0238","8114.01","5"
"201603","10","1018","9212.03","1"
"201603","08","0815","5223.02","4"
"201603","09","0912","5321.03","1"
"201603","03","0301","2412.12","1"
"201603","01","0106","2341.01","2"
"201603","03","0301","9412.06","1"
"201603","19","1902","2642.02","1"
"201603","12","1235","5223.02","4"
"201603","20","2030","5153.21","1"
"201603","15","1554","5329.02","2"
"201603","11","1160","2223.02","6"
"201603","15","1502","5120.03","4"
"201603","11","1146","3343.01","1"
"201603","18","1860","5321.02","2"
"201603","05","0528","8342.01","1"
"201603","11","1102","5312.01","2"
"201603","02","0214","2310.03","9"
"201603","15","1576","2224.02","2"
"201603","18","1805","2266.01","1"
"201603","16","1638","2221.07","1"
"201603","12","1241","5321.02","4"
"201603","03","0301","2422.27","2"
"201603","12","1224","9112.07","1"
"201603","05","0542","2634.01","1"
"201603","12","1201","7127.03","1"
"201603","09","0906","1342.01","2"
"201603","10","1029","2114.02","1"
"201603","18","1870","2422.05","1"
"201603","12","1253","9112.02","1"
"201603","10","1001","2222.01","2"
"201603","17","1749","7214.02","1"
"201603","20","2004","2212.02","2"
"201603","09","0901","3313.01","1"
"201603","20","2012","2224.02","2"
"201603","15","1502","3114.30","1"
"201603","05","0534","9112.02","2"
"201603","05","0502","2262.02","1"
"201603","12","1263","3112.17","1"
"201603","12","1221","2212.02","1"
"201603","12","1265","2341.01","2"
"201603","19","1938","3412.07","1"
"201603","18","1833","7512.03","1"
"201603","01","0104","2222.01","1"
"201603","07","0706","3312.04","1"
"201603","09","0929","3256.02","2"
"201603","19","1902","4110.02","3"
"201603","19","1902","5132.03","1"
"201603","05","0515","5321.06","2"
"201603","16","1601","3251.01","2"
"201603","06","0605","8322.04","7"
"201603","01","0104","1342.01","1"
"201603","15","1535","5329.04","2"
"201603","99","2100","5153.21","2"
"201603","01","0101","3212.01","1"
"201603","01","0105","3355.02","1"
"201603","05","0517","8332.03","2"
"201603","20","2004","1349.04","1"
"201603","08","0806","1342.36","1"
"201603","01","0104","1345.20","1"
"201603","20","2019","2621.03","1"
"201603","10","1037","2221.07","2"
"201603","12","1246","7131.02","2"
"201603","06","0605","7126.06","2"
"201603","12","1251","7115.07","1"
"201603","12","1224","5311.08","3"
"201603","20","2002","5223.04","1"
"201603","03","0301","3311.07","1"
"201603","02","0235","3412.07","1"
"201603","02","0219","3117.47","1"
"201603","09","0919","2223.02","3"
"201603","16","1601","2161.01","3"
"201603","16","1665","5223.02","2"
"201603","10","1002","5142.05","1"
"201603","01","0105","5321.05","10"
"201603","06","0602","3313.22","1"
"201603","06","0602","2611.01","1"
"201603","04","0423","2422.15","1"
"201603","06","0605","5312.01","2"
"201603","07","0723","7233.13","1"
"201603","02","0237","2262.02","1"
"201603","19","1931","2359.01","3"
"201603","08","0830","3256.01","1"
"201603","18","1824","3412.06","2"
"201603","07","0704","9312.04","2"
"201603","11","1101","5311.04","2"
"201603","01","0105","8211.02","1"
"201603","05","0511","9412.02","2"
"201603","03","0301","2431.05","1"
"201603","12","1201","3355.02","5"
"201603","17","1714","2422.05","2"
"201603","08","0822","1114.02","1"
"201603","11","1149","5120.02","2"
"201603","03","0301","1346.28","1"
"201603","15","1504","2341.01","1"
"201603","09","0919","5321.03","2"
"201603","16","1653","5223.02","1"
"201603","12","1201","7127.08","1"
"201603","15","1515","7411.01","1"
"201603","14","1401","2261.02","1"
"201603","01","0105","7422.02","2"
"201603","20","2003","2330.03","1"
"201603","08","0807","3412.14","1"
"201603","10","1029","3322.19","1"
"201603","02","0213","8212.01","1"
"201603","06","0602","3256.02","4"
"201603","02","0236","2330.03","14"
"201603","12","1201","2632.04","1"
"201603","18","1874","4224.02","2"
"201603","11","1102","3343.01","1"
"201603","15","1504","3511.05","1"
"201603","19","1902","2511.01","1"
"201603","19","1902","5244.01","1"
"201603","11","1102","2330.03","5"
"201603","06","0623","1345.20","1"
"201603","06","0605","8344.01","2"
"201603","05","0517","3334.02","1"
"201603","05","0502","5321.05","2"
"201603","18","1867","2224.02","2"
"201603","12","1201","1321.02","1"
"201603","08","0815","4226.10","2"
"201603","15","1504","9412.01","1"
"201603","18","1865","3322.05","1"
"201603","15","1520","2261.02","1"
"201603","02","0239","5321.02","2"
"201603","11","1121","4110.12","1"
"201603","11","1102","5222.02","1"
"201603","04","0403","1342.01","1"
"201603","08","0805","1412.01","1"
"201603","18","1865","2223.02","2"
"201603","06","0605","3412.06","2"
"201603","09","0937","3313.10","1"
"201603","15","1520","2262.02","1"
"201603","04","0402","7413.01","1"
"201603","18","1818","2267.01","1"
"201603","08","0833","5329.02","2"
"201603","17","1714","2634.01","1"
"201603","02","0221","3413.02","1"
"201603","02","0214","3412.06","2"
"201603","18","1833","3256.03","1"
"201603","12","1224","5321.12","2"
