15 Møre og Romsdal,Møre og Romsdal,15,1525 Stranda,Stranda,1525
16 Sør-Trøndelag,Sør-Trøndelag,16,1640 Røros,Røros,1640
17 Nord-Trøndelag,Nord-Trøndelag,17,1717 Frosta,Frosta,1717
17 Nord-Trøndelag,Nord-Trøndelag,17,1740 Namsskogan,Namsskogan,1740
17 Nord-Trøndelag,Nord-Trøndelag,17,1742 Grong,Grong,1742
17 Nord-Trøndelag,Nord-Trøndelag,17,1750 Vikna,Vikna,1750
18 Nordland,Nordland,18,1818 Herøy,Herøy,1818
18 Nordland,Nordland,18,1839 Beiarn,Beiarn,1839
18 Nordland,Nordland,18,1871 Andøy,Andøy,1871
10 Vest-Agder,Vest-Agder,10,1018 Søgne,Søgne,1018
10 Vest-Agder,Vest-Agder,10,1027 Audnedal,Audnedal,1027
10 Vest-Agder,Vest-Agder,10,1037 Kvinesdal,Kvinesdal,1037
11 Rogaland,Rogaland,11,1119 Hå,Hå,1119
11 Rogaland,Rogaland,11,1120 Klepp,Klepp,1120
11 Rogaland,Rogaland,11,1130 Strand,Strand,1130
11 Rogaland,Rogaland,11,1134 Suldal,Suldal,1134
11 Rogaland,Rogaland,11,1144 Kvitsøy,Kvitsøy,1144
12 Hordaland,Hordaland,12,1216 Sveio,Sveio,1216
12 Hordaland,Hordaland,12,1232 Eidfjord,Eidfjord,1232
12 Hordaland,Hordaland,12,1233 Ulvik,Ulvik,1233
12 Hordaland,Hordaland,12,1241 Fusa,Fusa,1241
14 Sogn og Fjordane,Sogn og Fjordane,14,1420 Sogndal,Sogndal,1420
14 Sogn og Fjordane,Sogn og Fjordane,14,1428 Askvoll,Askvoll,1428
14 Sogn og Fjordane,Sogn og Fjordane,14,1429 Fjaler,Fjaler,1429
15 Møre og Romsdal,Møre og Romsdal,15,1502 Molde,Molde,1502
05 Oppland,Oppland,05,0536 Søndre Land,Søndre Land,0536
06 Buskerud,Buskerud,06,0620 Hol,Hol,0620
06 Buskerud,Buskerud,06,0622 Krødsherad,Krødsherad,0622
06 Buskerud,Buskerud,06,0624 Øvre Eiker,Øvre Eiker,0624
07 Vestfold,Vestfold,07,0701 Horten,Horten,0701
08 Telemark,Telemark,08,0811 Siljan,Siljan,0811
08 Telemark,Telemark,08,0830 Nissedal,Nissedal,0830
09 Aust-Agder,Aust-Agder,09,0906 Arendal,Arendal,0906
09 Aust-Agder,Aust-Agder,09,0926 Lillesand,Lillesand,0926
01 Østfold,Østfold,01,0136 Rygge,Rygge,0136
01 Østfold,Østfold,01,0137 Våler,Våler,0137
02 Akershus,Akershus,02,0211 Vestby,Vestby,0211
